Dates,AAPL,MSFT,GOOG,AMZN
2021-06-02,124.177071,244.777466,121.064003,161.699493
2021-06-03,122.667809,243.203659,120.230499,159.350494
2021-06-04,125.001213,248.231842,122.587997,160.311005
2021-06-07,125.011139,251.221039,123.304497,159.900497
2021-06-08,125.845207,249.993698,124.142502,163.205505
2021-06-09,126.23246,251.003311,124.57,164.057495
2021-06-10,125.219658,254.616074,126.080002,167.482498
2021-06-11,126.450905,255.259445,125.696503,167.341507
2021-06-14,129.558807,257.239044,126.351997,169.193497
2021-06-15,128.724747,255.724625,126.032997,169.156494
2021-06-16,129.23114,254.754623,125.696503,170.762497
2021-06-17,130.859558,258.238708,126.371002,174.462006
2021-06-18,129.538971,256.783722,125.567497,174.345001
2021-06-21,131.365952,259.95108,126.455002,172.697998
2021-06-22,133.034088,262.801727,126.999496,175.272003
2021-06-23,132.756088,262.564148,126.461502,175.190994
2021-06-24,132.46814,263.969666,127.281998,172.453995
2021-06-25,132.170227,262.316681,126.995003,170.072998
2021-06-28,133.828445,265.978973,126.819504,172.194504
2021-06-29,135.367508,268.631622,126.018501,172.406998
2021-06-30,135.993073,268.136719,125.316002,172.007996
2021-07-01,136.300873,268.829559,126.3685,171.648499
2021-07-02,138.971878,274.817871,128.718994,175.548996
2021-07-06,141.017349,274.827759,129.770996,183.787003
2021-07-07,143.549347,277.074615,130.077499,184.828995
2021-07-08,142.228729,274.590179,129.177002,186.570496
2021-07-09,144.08551,275.104919,129.574493,185.966995
2021-07-12,143.479843,274.491241,130.563995,185.927505
2021-07-13,144.611801,278.113922,130.994507,183.867996
2021-07-14,148.09697,279.628326,132.082504,184.084
2021-07-15,147.431732,278.163391,131.266495,181.559998
2021-07-16,145.356476,277.88623,131.845505,178.681503
2021-07-19,141.444305,274.184418,129.253998,177.479507
2021-07-20,145.118164,276.470825,131.101501,178.6595
2021-07-21,144.373459,278.529602,132.600494,179.259995
2021-07-22,145.763565,283.221283,133.328506,181.901505
2021-07-23,147.511154,286.715271,137.815994,182.832001
2021-07-26,147.938141,286.101563,139.644501,184.990997
2021-07-27,145.733795,283.617188,136.796494,181.319504
2021-07-28,143.956436,283.300476,136.3815,181.516006
2021-07-29,144.611801,283.577576,136.540497,179.996002
2021-07-30,144.830231,282.003815,135.220993,166.379501
2021-08-02,144.492615,281.914734,135.989502,166.574005
2021-08-03,146.319656,284.191284,136.279999,168.311996
2021-08-04,145.912537,283.587524,136.028503,167.735992
2021-08-05,146.021759,286.566803,136.940002,168.7995
2021-08-06,145.325653,286.507416,137.035995,167.246994
2021-08-09,145.275925,285.388885,138.001999,167.093506
2021-08-10,144.788666,283.518188,138.096497,166.033997
2021-08-11,145.047226,284.02301,137.689499,164.605499
2021-08-12,148.060333,286.853821,138.389496,165.175003
2021-08-13,148.269165,289.862823,138.406006,164.698502
2021-08-16,150.277908,291.595001,138.916,164.949493
2021-08-17,149.353104,290.090424,137.300507,162.098007
2021-08-18,145.544434,288.315369,136.570007,160.061005
2021-08-19,145.882538,294.305145,136.913498,159.387497
2021-08-20,147.364227,301.832123,138.436996,159.997498
2021-08-23,148.875793,302.11972,141.099503,163.293503
2021-08-24,148.786255,300.106598,142.398499,165.289001
2021-08-25,147.533279,299.501678,142.949997,164.959
2021-08-26,146.717865,296.605896,142.123001,165.800003
2021-08-27,147.771957,297.230682,144.550507,167.481506
2021-08-30,152.266739,301.068542,145.469498,171.078506
2021-08-31,150.983948,299.372772,145.462006,173.539505
2021-09-01,151.660172,299.323151,145.841995,173.949997
2021-09-02,152.793808,298.648773,144.218994,173.156006
2021-09-03,153.440186,298.638916,144.774994,173.902496
2021-09-07,155.816879,297.686859,145.518997,175.464493
2021-09-08,154.245682,297.716614,144.883499,176.274994
2021-09-09,153.211472,294.781219,144.913498,174.207993
2021-09-10,148.139893,293.253998,141.921005,173.457504
2021-09-13,148.71666,294.523346,143.464996,172.858505
2021-09-14,147.294617,297.30011,143.406006,172.5
2021-09-15,148.199554,302.28833,145.205994,173.789505
2021-09-16,147.960876,302.685028,144.373505,174.412003
2021-09-17,145.246094,297.379395,141.463501,173.126007
2021-09-20,142.143478,291.855682,139.016998,167.786499
2021-09-21,142.630753,292.351532,139.6465,167.181503
2021-09-22,145.037262,296.100159,140.938507,169.002502
2021-09-23,146.011826,297.072021,141.826508,170.800003
2021-09-24,146.101303,296.863739,142.632996,171.276001
2021-09-27,144.559952,291.726807,141.501007,170.289993
2021-09-28,141.119247,281.165222,136.184006,165.798004
2021-09-29,142.034103,281.641235,134.520996,165.056
2021-09-30,140.711517,279.578522,133.265503,164.251999
2021-10-01,141.855103,286.698914,136.462494,164.162994
2021-10-04,138.36467,280.758606,133.764999,159.488998
2021-10-05,140.323685,286.361725,136.177002,161.050003
2021-10-06,141.20874,290.675537,137.354004,163.100494
2021-10-07,142.491547,292.401154,139.185501,165.121506
2021-10-08,142.103699,292.401154,140.056,164.431
2021-10-11,142.014206,291.786285,138.847504,162.315002
2021-10-12,140.721451,290.44751,136.712997,162.366501
2021-10-13,140.124786,293.848999,137.899994,164.214005
2021-10-14,142.958923,300.235535,141.412003,164.992996
2021-10-15,144.032898,301.68338,141.675003,170.451004
2021-10-18,145.733368,304.737793,142.960495,172.337006
2021-10-19,147.931061,305.669983,143.822006,172.207504
2021-10-20,148.428268,304.856812,142.414993,170.753006
2021-10-21,148.647049,308.178986,142.780502,171.750504
2021-10-22,147.86145,306.592285,138.625,166.777496
2021-10-25,147.811737,305.570831,138.772995,166.018494
2021-10-26,148.487946,307.534332,139.671997,168.803497
2021-10-27,148.020569,320.485901,146.427505,169.624496
2021-10-28,151.719833,321.656097,146.128998,172.328506
2021-10-29,148.965256,328.865723,148.270493,168.621506
2021-11-01,148.129959,326.63443,143.774002,165.905502
2021-11-02,149.184036,330.36319,145.863007,165.637497
2021-11-03,150.645844,331.225952,146.789993,169.199997
2021-11-04,150.11879,333.645721,148.682999,173.850006
2021-11-05,150.65657,333.268829,149.240997,175.949493
2021-11-08,149.820038,334.191132,149.351501,174.449005
2021-11-09,150.188507,333.15979,149.248505,178.811493
2021-11-10,147.310425,328.052521,146.626007,174.102493
2021-11-11,147.26062,329.669006,146.748001,173.625
2021-11-12,149.371887,333.923401,149.645493,176.257507
2021-11-15,149.381836,333.278809,149.388,177.283997
2021-11-16,150.377731,336.690247,149.076004,177.035004
2021-11-17,152.857468,336.918701,149.061996,177.449997
2021-11-18,157.219406,339.054749,150.709,184.802994
2021-11-19,159.888382,340.882782,149.952499,183.828506
2021-11-22,160.35643,337.624084,147.078506,178.628494
2021-11-23,160.744827,335.488068,146.757004,179.001999
2021-11-24,161.272644,335.716583,146.717499,179.020493
2021-11-26,156.163788,327.539978,142.806,175.227997
2021-11-29,159.579651,334.444885,146.113998,178.078506
2021-11-30,164.618805,328.444061,142.451996,175.3535
2021-12-01,164.090988,327.937378,141.617996,172.186005
2021-12-02,163.085144,327.351196,143.776505,171.867996
2021-12-03,161.17305,320.9133,142.520493,169.489502
2021-12-06,164.638733,324.072632,143.796494,171.3685
2021-12-07,170.474548,332.745972,148.036499,176.164505
2021-12-08,174.35849,332.795654,148.720505,176.158005
2021-12-09,173.840637,330.937805,148.106003,174.171005
2021-12-10,178.710495,340.316528,148.675003,172.212006
2021-12-13,175.015778,337.196899,146.704498,169.567505
2021-12-14,173.611588,326.208679,144.970505,169.091507
2021-12-15,178.561096,332.477722,147.3685,173.315002
2021-12-16,171.550095,322.791016,144.838501,168.871002
2021-12-17,170.434738,321.69812,142.802994,170.017502
2021-12-20,169.050446,317.833405,142.401505,167.078995
2021-12-21,172.2771,325.165497,144.220505,170.417007
2021-12-22,174.916183,331.03717,146.949005,171.037003
2021-12-23,175.553543,332.517456,147.142502,171.068497
2021-12-27,179.586868,340.227112,148.063995,169.669495
2021-12-28,178.551132,339.034882,146.447998,170.660995
2021-12-29,178.640778,339.730377,146.504501,169.201004
2021-12-30,177.465637,337.117432,146.002502,168.644501
2021-12-31,176.838226,334.136902,144.679504,166.716995
2022-01-03,181.259933,332.577057,145.074493,170.404495
2022-01-04,178.959457,326.874359,144.416504,167.522003
2022-01-05,174.199142,314.326324,137.653503,164.356995
2022-01-06,171.291183,311.84256,137.550995,163.253998
2022-01-07,171.460495,312.001526,137.004501,162.554001
2022-01-10,171.480408,312.230011,138.574005,161.485992
2022-01-11,174.35849,312.935394,140.017502,165.362
2022-01-12,174.806641,316.204041,141.647995,165.207001
2022-01-13,171.480408,302.821472,139.130997,161.214005
2022-01-14,172.356796,308.186462,139.786499,162.138
2022-01-18,169.10025,300.685425,136.290497,158.917496
2022-01-19,165.544968,301.361023,135.651993,156.298996
2022-01-20,163.832047,299.642273,133.5065,151.667496
2022-01-21,161.740723,294.108429,130.091995,142.643005
2022-01-24,160.953949,294.446198,130.371994,144.544006
2022-01-25,159.121536,286.61734,126.735497,139.985992
2022-01-26,159.031921,294.783997,129.240005,138.872498
2022-01-27,158.563858,297.893677,129.121002,139.637497
2022-01-28,169.628082,306.259033,133.289505,143.977997
2022-01-31,174.059738,308.961365,135.698502,149.573502
2022-02-01,173.890427,306.755798,137.878494,151.193497
2022-02-02,175.115356,311.425262,148.036499,150.612503
2022-02-03,172.187469,299.294525,142.650497,138.845505
2022-02-04,171.898315,303.954102,143.016006,157.639496
2022-02-07,171.170395,298.99646,138.938004,157.935501
2022-02-08,174.33136,302.583038,139.212997,161.413498
2022-02-09,175.777206,309.18988,141.453003,161.189499
2022-02-10,171.629074,300.417206,138.602493,159.003494
2022-02-11,168.159012,293.124817,134.130005,153.293503
2022-02-14,168.398331,293.085114,135.300003,155.167007
2022-02-15,172.297165,298.519623,136.425507,156.510498
2022-02-16,172.057861,298.171173,137.487503,158.100494
2022-02-17,168.398331,289.440094,132.308502,154.652496
2022-02-18,166.82283,286.652496,130.467499,152.601501
2022-02-22,163.851334,286.44342,129.402496,150.197495
2022-02-23,159.613464,279.026489,127.584999,144.826996
2022-02-24,162.275848,293.282959,132.673492,151.358002
2022-02-25,164.379822,295.990875,134.519501,153.788498
2022-02-28,164.649048,297.464325,134.891006,153.563004
2022-03-01,162.734512,293.641357,134.167999,151.141998
2022-03-02,166.084946,298.858093,134.751495,152.052505
2022-03-03,165.755875,294.607056,134.307999,147.898499
2022-03-04,162.704605,288.573914,132.121994,145.641006
2022-03-07,158.845657,277.672516,126.4645,137.453003
2022-03-08,156.990952,274.626099,127.278503,136.014496
2022-03-09,162.485229,287.21994,133.865997,139.279007
2022-03-10,158.067886,284.322876,132.682007,146.817505
2022-03-11,154.288681,278.827362,130.475494,145.524506
2022-03-14,150.190399,275.21347,126.740997,141.852997
2022-03-15,154.647644,285.875946,129.660507,147.366501
2022-03-16,159.134811,293.083832,133.690506,153.104004
2022-03-17,160.16188,293.910156,134.600494,157.238998
2022-03-18,163.512283,299.097015,136.801498,161.250504
2022-03-21,164.90831,297.832642,136.4785,161.491501
2022-03-22,168.338501,302.710907,140.277496,164.889008
2022-03-23,169.724533,298.161194,138.503494,163.408005
2022-03-24,173.573532,302.750763,141.311996,163.649506
2022-03-25,174.221664,302.332611,141.5215,164.773499
2022-03-28,175.099167,309.321472,141.949997,168.990494
2022-03-29,178.44957,314.01059,143.25,169.315002
2022-03-30,177.26297,312.467438,142.644501,166.300995
2022-03-31,174.111984,306.942047,139.649506,162.997498
2022-04-01,173.812836,308.04715,140.699997,163.559998
2022-04-04,177.931061,313.57251,143.642502,168.346497
2022-04-05,174.560699,309.500671,141.063004,164.054993
2022-04-06,171.33992,298.171173,137.175995,158.755997
2022-04-07,171.649017,300.032867,136.464996,157.7845
2022-04-08,169.604874,295.652374,134.010498,154.460495
2022-04-11,165.277252,283.994354,129.796494,151.121994
2022-04-12,167.181808,280.808533,128.374496,150.787506
2022-04-13,169.913986,286.343842,130.285995,155.541
2022-04-14,164.818558,278.588409,127.252998,151.706497
2022-04-18,164.599197,279.27536,127.960999,152.785004
2022-04-19,166.922531,284.034149,130.531006,158.115494
2022-04-20,166.753021,285.089447,128.245499,153.998001
2022-04-21,165.945328,279.564087,124.9375,148.296005
2022-04-22,161.328537,272.814178,119.613998,144.350006
2022-04-25,162.415436,279.474487,123.25,146.074005
2022-04-26,156.352783,269.021057,119.505997,139.391006
2022-04-27,156.123444,281.963409,115.0205,138.167007
2022-04-28,163.173264,288.344971,119.411499,144.596497
2022-04-29,157.200348,276.288666,114.966499,124.281502
2022-05-02,157.50946,283.207855,117.156998,124.5
2022-05-03,159.025131,280.529785,118.129501,124.253502
2022-05-04,165.546494,288.69342,122.574997,125.928497
2022-05-05,156.322876,276.119446,116.746498,116.406998
2022-05-06,157.061829,273.511078,115.660004,114.772499
2022-05-09,151.849075,263.406067,113.084,108.789001
2022-05-10,154.29567,268.30426,114.584503,108.859001
2022-05-11,146.296783,259.393951,113.960999,105.372002
2022-05-12,142.362244,254.217041,113.161003,106.930496
2022-05-13,146.905945,259.961456,116.515503,113.055
2022-05-16,145.33812,260.339752,114.792503,110.810501
2022-05-17,149.03299,265.636169,116.7015,115.3685
2022-05-18,140.62468,253.54184,112.401001,107.112503
2022-05-19,137.159485,252.603821,110.745499,107.319
2022-05-20,137.399139,252.025055,109.313004,107.591003
2022-05-23,142.911484,260.0979,111.666496,107.556999
2022-05-24,140.165298,259.070099,105.926003,104.099998
2022-05-25,140.325089,261.963928,105.8395,106.775002
2022-05-26,143.580551,265.336792,108.295998,111.077499
2022-05-27,149.432434,272.661224,112.799004,115.1465
2022-05-31,148.633545,271.294159,114.039001,120.209503
2022-06-01,148.503723,271.842987,114.137001,121.683998
2022-06-02,151.000259,273.998383,117.746002,125.511002
2022-06-03,145.178345,269.448059,114.564003,122.349998
2022-06-06,145.937286,268.180756,117.010498,124.790001
2022-06-07,148.503723,271.922821,117.2295,123.0
2022-06-08,147.754776,269.83725,117.237999,121.18
2022-06-09,142.442139,264.229156,114.917999,116.150002
2022-06-10,136.939789,252.454147,111.427498,109.650002
2022-06-13,131.697067,241.746857,106.876503,103.669998
2022-06-14,132.575836,243.972153,107.194,102.309998
2022-06-15,135.242142,251.226746,110.390503,107.669998
2022-06-16,129.879593,244.451126,106.636002,103.660004
2022-06-17,131.377502,247.125443,107.865501,106.220001
2022-06-21,135.681534,253.20256,112.014999,108.68
2022-06-22,135.162262,252.593842,112.033997,108.949997
2022-06-23,138.078201,258.311676,112.684502,112.440002
2022-06-24,141.463501,267.132996,118.538002,116.459999
2022-06-27,141.463501,264.328949,116.622498,113.220001
2022-06-28,137.249359,255.936752,112.571503,107.400002
2022-06-29,139.036865,259.70874,112.2565,108.919998
2022-06-30,136.53035,256.28598,109.372498,106.209999
2022-07-01,138.737274,259.030182,109.081001,109.559998
2022-07-05,141.363632,262.293274,113.887001,113.5
2022-07-06,142.721756,265.646118,115.213501,114.330002
2022-07-07,146.147003,267.831482,119.306,116.330002
2022-07-08,146.836029,267.093079,120.168503,115.540001
2022-07-11,144.669037,263.949738,116.522499,111.75
2022-07-12,145.657669,253.13269,114.849503,109.220001
2022-07-13,145.288193,252.184708,112.186996,110.400002
2022-07-14,148.264053,253.54184,111.440002,110.629997
2022-07-15,149.9617,256.176239,112.766998,113.550003
2022-07-18,146.865997,253.711472,109.910004,113.760002
2022-07-19,150.790543,258.980286,114.620003,118.209999
2022-07-20,152.827713,261.714478,114.699997,122.769997
2022-07-21,155.134521,264.279022,115.040001,124.629997
2022-07-22,153.876251,259.808502,108.360001,122.419998
2022-07-25,152.737839,258.281769,108.209999,121.139999
2022-07-26,151.389725,251.36644,105.440002,114.809998
2022-07-27,156.57251,268.170776,113.599998,120.970001
2022-07-28,157.131744,275.824524,114.589996,122.279999
2022-07-29,162.284576,280.145355,116.639999,134.949997
2022-08-01,161.285965,277.421143,115.480003,135.389999
2022-08-02,159.78804,274.237915,115.900002,134.160004
2022-08-03,165.899567,281.871704,118.779999,139.520004
2022-08-04,165.580002,283.049194,118.870003,142.570007
2022-08-05,165.350006,282.31076,118.220001,140.800003
2022-08-08,164.869995,279.726257,118.139999,139.410004
2022-08-09,164.919998,281.702057,117.5,137.830002
2022-08-10,169.240005,288.547516,120.650002,142.690002
2022-08-11,168.490005,286.412048,119.82,140.639999
2022-08-12,172.100006,291.291718,122.650002,143.550003
2022-08-15,173.190002,292.848389,122.879997,143.179993
2022-08-16,173.029999,292.089996,122.510002,144.779999
2022-08-17,174.550003,291.320007,120.32,142.100006
2022-08-18,174.149994,290.170013,120.860001,142.300003
2022-08-19,171.520004,286.149994,118.120003,138.229996
2022-08-22,167.570007,277.75,115.07,133.220001
2022-08-23,167.229996,276.440002,114.769997,133.619995
2022-08-24,167.529999,275.790009,114.699997,133.800003
2022-08-25,170.029999,278.850006,117.699997,137.279999
2022-08-26,163.619995,268.089996,111.300003,130.75
2022-08-29,161.380005,265.230011,110.339996,129.789993
2022-08-30,158.910004,262.970001,109.910004,128.729996
2022-08-31,157.220001,261.470001,109.150002,126.769997
2022-09-01,157.960007,260.399994,110.550003,127.82
2022-09-02,155.809998,256.059998,108.68,127.510002
2022-09-06,154.529999,253.25,107.480003,126.110001
2022-09-07,155.960007,258.089996,110.480003,129.479996
2022-09-08,154.460007,258.519989,109.419998,129.820007
2022-09-09,157.369995,264.459991,111.779999,133.270004
2022-09-12,163.429993,266.649994,111.870003,136.449997
2022-09-13,153.839996,251.990005,105.309998,126.82
2022-09-14,155.309998,252.220001,105.870003,128.550003
2022-09-15,152.369995,245.380005,103.900002,126.279999
2022-09-16,150.699997,244.740005,103.629997,123.529999
2022-09-19,154.479996,244.520004,103.849998,124.660004
2022-09-20,156.899994,242.449997,101.830002,122.190002
2022-09-21,153.720001,238.949997,100.010002,118.540001
2022-09-22,152.740005,240.979996,100.57,117.309998
2022-09-23,150.429993,237.919998,99.169998,113.779999
2022-09-26,150.770004,237.449997,98.809998,115.150002
2022-09-27,151.759995,236.410004,98.089996,114.410004
2022-09-28,149.839996,241.070007,100.739998,118.010002
2022-09-29,142.479996,237.5,98.089996,114.800003
2022-09-30,138.199997,232.899994,96.150002,113.0
2022-10-03,142.449997,240.740005,99.300003,115.879997
2022-10-04,146.100006,248.880005,102.410004,121.089996
2022-10-05,146.399994,249.199997,102.220001,120.949997
2022-10-06,145.429993,246.789993,102.239998,120.300003
2022-10-07,140.089996,234.240005,99.57,114.559998
2022-10-10,140.419998,229.25,98.709999,113.669998
2022-10-11,138.979996,225.410004,98.050003,112.209999
2022-10-12,138.339996,225.75,98.300003,112.900002
2022-10-13,142.990005,234.240005,99.709999,112.529999
2022-10-14,138.380005,228.559998,97.18,106.900002
2022-10-17,142.410004,237.529999,100.779999,113.790001
2022-10-18,144.539993,237.440002,101.279999,115.889999
